127.0.0.1 - - [19/Nov/2021:10:23:26 +0900] "GET / HTTP/1.1" 404 807
192.168.0.7 - - [19/Nov/2021:13:42:13 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:14 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:14 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:15 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:15 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:15 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:16 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.7 - - [19/Nov/2021:13:42:16 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:17 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:17 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:18 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:18 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:19 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:19 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.7 - - [19/Nov/2021:13:42:19 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:20 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:20 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:21 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:21 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:22 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:22 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.7 - - [19/Nov/2021:13:42:22 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:23 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:23 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:24 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:24 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:25 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:25 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.7 - - [19/Nov/2021:13:42:25 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:26 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:26 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:27 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:27 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:28 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:28 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.7 - - [19/Nov/2021:13:42:28 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:29 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:29 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:30 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:30 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:31 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:31 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.7 - - [19/Nov/2021:13:42:31 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:32 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:32 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:33 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:33 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:34 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:34 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.7 - - [19/Nov/2021:13:42:34 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:35 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:35 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:36 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:36 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:37 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:37 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.7 - - [19/Nov/2021:13:42:37 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:38 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:38 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:39 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:39 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:40 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:40 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.7 - - [19/Nov/2021:13:42:40 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:41 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:41 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:42 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:42 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:43 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:43 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.7 - - [19/Nov/2021:13:42:43 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:44 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:44 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:45 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:45 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:46 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:46 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.7 - - [19/Nov/2021:13:42:46 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:47 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:47 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:48 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:48 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:49 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:49 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.7 - - [19/Nov/2021:13:42:49 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:50 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:50 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:51 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:51 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:52 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:52 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.7 - - [19/Nov/2021:13:42:52 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:53 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:53 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:54 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:54 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:55 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:55 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.7 - - [19/Nov/2021:13:42:55 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:56 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:56 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:57 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:57 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:58 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:58 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.7 - - [19/Nov/2021:13:42:58 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:59 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:42:59 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:43:00 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:43:00 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:43:01 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:43:01 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.7 - - [19/Nov/2021:13:43:02 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:43:02 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:43:02 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:43:03 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:43:03 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:43:04 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:43:04 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.7 - - [19/Nov/2021:13:43:05 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:43:05 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:43:05 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:43:06 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:43:06 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:43:07 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:43:07 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.7 - - [19/Nov/2021:13:43:08 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:43:08 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:43:08 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:43:09 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:43:09 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:43:10 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:43:10 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.7 - - [19/Nov/2021:13:43:11 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:43:11 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:43:12 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:43:12 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:43:12 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:43:13 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:43:13 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.7 - - [19/Nov/2021:13:43:14 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:43:14 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:43:15 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:43:15 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:43:15 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:43:16 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:43:16 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.7 - - [19/Nov/2021:13:43:17 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:43:17 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:43:18 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:43:18 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:43:18 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:43:19 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:43:19 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.7 - - [19/Nov/2021:13:43:20 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:43:20 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:43:21 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:43:21 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:43:21 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:43:22 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:43:22 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.7 - - [19/Nov/2021:13:43:23 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:43:23 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:43:24 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:43:24 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:43:24 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:43:25 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:43:25 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.7 - - [19/Nov/2021:13:43:26 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
192.168.0.158 - - [19/Nov/2021:13:43:26 +0900] "POST /sp/iot1.mc?temp=-1.193959466E9&humi=-1.139614796E9 HTTP/1.1" 200 -
